Index,English
3786,"Reducing the threshold of significant connections from 5 to 3 synapses revealed indirect clock input from additional photoreceptor cells, including those that project from the dorsal rim area of the eye. These photoreceptor cells are involved in polarized vision and might contribute to time-compensated sun compass orientation. Whether the connectivity observed with a lower threshold of more than 2 synapses is functional in vivo remains to be seen; however, this is very likely since there are usually many photoreceptor cells that synapse onto only a few aMe neurons."
3787,"For example, theoretically, the approximately 300 pale R8 cells project to only 3-4 aMe12 neurons, resulting in around 100 connections on average per aMe neuron. Even if each of these connections were mediated via only 3 synapses, each aMe neuron could potentially receive inputs from R8 cells via 300 synapses, which is quite substantial. In silico anterograde tracing of clock neurons delineating the output pathways that translate daily 24-hour oscillations of the molecular clock into physiological and behavioral rhythms remains a major focus in chronobiology."
3788,"Using the same strategy as above to identify the inputs, we systematically classified all the neurons downstream of the clock network. Most synaptic output from the clock network is directed to intrinsic brain neurons, particularly the central brain neurons. Except for l-LNv, all clock clusters have a majority of their output onto central brain neurons."
3789,"l-LNv mostly provide inputs to medullary intrinsic neurons in the optic lobe, consistent with their role in adapting the sensitivity of the visual system to the time of day. Furthermore, the majority of the output from DN1pA is onto visual projecting and central brain neurons that are part of the clock network. After broadly classifying clock outputs, we next focused on specific cell types that receive the strongest synaptic inputs from clock neurons using an approach similar to the one used earlier for clock inputs."
3790,"Our analysis identified the enigmatic Clamp neurons, which receive strong synaptic inputs from APDN3. While the functions of most of these Clamp neurons are still unknown, some of them output onto descending neurons, while others promote sleep. Moreover, DN1pB provides strong inputs to tubercle-innervating neurons, which are part of the anterior visual pathway."
3791,"Lastly, several clock neurons are strongly connected to diverse neurons from different neuropil regions. Next, we examined clock inputs to descending neurons, which could influence locomotor and other behaviors regulated by neurons in the ventral nerve cord. Interestingly, clock neurons provide direct inputs to 18 descending neurons."
3792,"These descending neurons include those that have not yet been classified, as well as Allatostatin-C and SIFamide peptidergic neurons, the latter of which modulate feeding, mating, and sleep. Direct synaptic inputs to downstream descending neurons predominantly derive from s-CPDN3A-D and LPN. When considering disynaptic connections, the connectivity between the clock network and descending neurons increased drastically, with approximately 24% of all descending neurons receiving indirect inputs from most of the clock neurons."
3793,"In summary, our connectivity analysis indicates that the clock can have a major influence on diverse behaviors, including locomotion, via outputs to descending neurons. In addition, the circadian clock is also known to modulate behaviors such as activity/sleep, spatial orientation, and learning and memory. These behaviors are regulated by higher brain centers such as the central complex and mushroom bodies."
3794,"Consistent with previous results, we found few direct connections from the clock to neurons associated with the central complex and mushroom bodies. Consequently, we predicted that the clock output to these higher coordination centers is either indirect or paracrine via neuropeptides. In line with this prediction, we found prominent disynaptic connectivity between clock neurons and central complex neurons and ellipsoid body neurons, as well as between clock neurons and Kenyon cells, dopaminergic neurons, and mushroom body output neurons."
3795,"In support of paracrine signaling, receptors for several clock neuropeptides are also enriched in higher brain centers. Taken together, circadian modulation of neurons regulating diverse behaviors is largely indirect or paracrine. Similarly, we observed very few direct connections between clock neurons and endocrine cells that influence organismal physiology and systemic homeostasis."
3796,"We address this connectivity in more detail below. Identification and characterization of the neuroendocrine center in the FlyWire connectome. While recent work has unraveled some clock output pathways to endocrine cells, our collective understanding of the circadian regulation of endocrine rhythms is poor. To address this knowledge gap, we first identified and classified all endocrine NSCs in the brain, which are a major source of circulating hormones."
3797,"These endocrine cells can be broadly classified into lateral, medial, and subesophageal zone NSCs based on their location in the brain. Their axons exit the brain via a pair of nerves, and depending on the cell type, innervate the corpora cardiaca, corpora allata, hypocerebral ganglion, crop, aorta, or the anterior midgut. Their axon terminals form neurohemal sites through which hormones are released into the circulation or locally on peripheral targets such as the crop."
3798,"Collectively, the NSCs form a major, yet distributed, neuroendocrine center that is functionally analogous to the hypothalamus. We identified all brain NSCs in the FlyWire connectome by isolating the nerve bundle containing their axons. In total, we independently identified 80 brain NSCs, in agreement with our companion studies."
3799,"We propose and utilize a systematic nomenclature for all brain NSCs based on their location and neuropeptide identity. While all adult SEZ-NSCs and some l-NSCs can easily be classified based on their morphology and location, this approach is not feasible for m-NSCs since they are clustered together in the superior medial protocerebrum and appear similar based on gross morphology. Therefore, we asked whether cosine similarity-based clustering, such as the one used previously for clock neurons, can be used to distinguish and identify different m-NSC clusters, as well as the l-NSCCRZ cluster."
3800,"As expected, SEZ-NSCHugin, SEZ-NSCCapa, and l-NSCDH31 form three separate clusters. Most l-NSCITP do not have any input synapses in our dataset and were thus excluded from this analysis. Notably, this analysis resulted in two clusters of m-NSCs comprising 4 and 6 neurons each."
3801,"Hence, these clusters likely represent m-NSCDMS and m-NSCDH44, respectively. We obtained two additional clusters of m-NSCs comprising 18 and 12 neurons, with the latter having low similarity between the neurons. The cluster comprising 18 m-NSCs represents IPCs."
3802,"Whether all cells in this cluster express DILP2, 3, and 5 remains unknown; however, DILP2 is expressed in more than 14 neurons in adults. Interestingly, we could only reliably identify 6 out of the expected 14 l-NSCCRZ. These 6 neurons cluster into two separate clades as they represent a heterogeneous population both anatomically and functionally."
3803,"Our inability to identify the remaining 8 CRZ neurons inspired us to examine whether these adult-specific CRZ neurons are indeed neurosecretory. Using Gr64a-Gal4 to label the adult-specific CRZ neurons, we showed that there are only 6 adult l-NSCCRZ. Contrary to our expectation, the adult-specific CRZ neurons do not project via the NCC and are thus not endocrine."
3804,"Hence, our clustering analysis accounts for all the NSC that persist into adulthood. Additionally, it uncovered 12 putative m-NSC and 14 putative l-NSC in the adult brain. These neurons have smaller somata compared to other identified NSC and have relatively fewer dense core vesicles than neurons such as l-NSCITP."
3805,"Therefore, the type and identity of the signaling molecules within these neurons remain unknown. Informed by these new insights on different subgroups of NSC, we first explored potential inputs from clock neurons. Intriguingly, we observed sparse direct inputs from clock neurons to most NSC, despite clock neuron projections being closely associated with NSC dendrites in the superior medial and lateral protocerebrum."
3806,"The only exceptions are l-NSCDH31, which receive inputs from LNITP and s-CPDN3B. This observation prompted us to examine other types of synaptic inputs to NSC to ensure that the lack of synaptic connectivity between the clock network and NSC was not due to false negatives."
3807,"Consistent with the location of m-NSC dendrites in the tritocerebrum, a large portion of their inputs derive from central, ascending, and sensory neurons. Therefore, a lack of direct clock output to the NSC is genuine, and this connectivity is likely indirect or paracrine in nature. To explore the extent of indirect connections, we examined disynaptic connectivity between clock neurons and NSC."
3808,"Approximately 43% of the clock neurons provide inputs to half of the NSC disynaptically. The interneurons that facilitate these connections mainly include central neurons and descending neurons. Taken together, these prominent indirect connections between the clock network and NSC could form the basis of circadian regulation of systemic physiology."
3809,"Identifying the molecular basis of paracrine clock output pathways Given the large repertoire of neuropeptides previously shown to be expressed in clock neurons, we predicted that peptidergic signaling combined with immunohistochemical localization and T2AGal4 lines. Unsupervised clustering of all clock neuron transcriptomes using t-SNE analysis yields 32 independent clusters, 16 of which have high expression of clock genes and can be reliably identified based on known markers. Our analysis revealed that most clock clusters express at least one neuropeptide."
3810,"Consistent with previous studies, l-LNv express high levels of Pdf, whereas s-LNv express both Pdf and short neuropeptide F. Similar co-expression of neuropeptides is also observed in other clusters, including the “DN1p CNMa & AstC” cluster, which co-expresses CNMamide, AstC, and Dh31 neuropeptides. In total, at least 12 neuropeptides are highly expressed in the clock network."
3811,"Importantly, this includes novel clock-related neuropeptides, namely DH44 and Proctolin. DH44 is expressed in several clock clusters, including DN1a, DN1p AstA, DN1p sNPF, DN3 VGlut, LPN, and LNd NPF. We independently confirmed the presence of DH44 peptide in these clusters using a combination of DH44 antibody and DH44-T2A-Gal4."
3812,"Proc, on the other hand, is strongly expressed in the DN1p CNMa and weakly in DN2 clusters, which was verified by driving GFP using a Proc-T2A-LexA driver. Proc expression in other clock clusters such as LNd NPF and DN3 VGlut remains to be validated. Lastly, we also detected AstC expression in additional clock neurons."
3813,"AstC immunoreactivity was previously localized in DN1p, DN3, and LPN, which aligns with AstC transcript expression in DN1p Rh7 and DN1p CNMa & AstC clusters. Here, we show that AstC is additionally expressed in DN2, which were labeled using an antibody against VRI. Our expression analyses revealed the comprehensive neuropeptide complement of clock neurons and provide the basis to explore paracrine targets of clock neurons."
3814,"As a first step in this direction and to validate our approach, we focused on select NSCs that have been extensively characterized previously. We predicted that NSCs are targeted by clock-related neuropeptides since they receive sparse monosynaptic inputs from clock neurons despite being closely associated with them anatomically. To investigate potential paracrine signaling between clock neurons and NSCs, we again turned our attention to single-cell transcriptomics."
3815,"We identified single-cell RNA transcriptomes of m-NSCDH44, m-NSCDILP, l-NSCCRZ, l-NSCDH31, and l-NSCITP based on previously identified markers, and quantified the expression of clock peptide receptors. We could not reliably analyze m-NSCDMS due to the lack of multiple molecular markers. We also disregarded SEZ-NSCCapa and SEZ-NSCHugin from this analysis since they are much further away from clock neuron projections."
3816,"Consistent with our prediction, our analysis indicated that multiple receptors for clock peptides are indeed expressed in NSCs. Modulatory inputs to m-NSCDILP have been examined extensively, and our analysis agrees with previous expression and functional studies. Taken together, our analysis uncovers the molecular substrates of paracrine signaling between clock neurons and NSCs."
3817,"We next explored the magnitude of peptidergic paracrine signaling between clock neurons themselves. To predict putative paracrine connections, we extensively mapped the expression of clock neuropeptide receptors within the clock network. Consistent with promoter and genomic fragment-based Pdfr-Gal4 expression, Pdf receptor transcripts are highly enriched in most clock clusters, which we verified independently by expressing GFP using Pdfr[RA]-T2A-Gal4."
3818,"Other receptors are more sparsely expressed within the clock network. However, most clock clusters express at least two receptors, with DN1p sNPF expressing at least seven receptors. We validated our single-cell transcriptome analysis by mapping the expression of select receptors using T2A-Gal4 knock-in lines."
3819,"Our anatomical mapping of receptors is largely in agreement with transcriptome data. In some cases, however, receptor mapping can provide additional insights. For instance, there are four transcript variants encoding the Drosophila Neuropeptide F receptor."
3820,"Using Gal4 lines specific for NPFR-A/C and NPFR-B/D isoforms, we showed that these isoforms are differentially expressed across the clock clusters, with A/C isoforms expressed more broadly than B/D isoforms. Finally, we utilized our expression data of neuropeptides and their cognate receptors in clock neurons to delineate putative paracrine signaling pathways within the network. For this, we utilized an approach similar to the one used recently to predict the Caenorhabditis elegans neuropeptide connectome."
3821,"Briefly, we used expression data based on independent methods to conservatively localize the expression of neuropeptides and their receptors across all the clock clusters. We also utilized the connectome to factor in the distance between neurons of different clusters. This was done to ensure that the cells releasing the peptide and those expressing its receptor are not further apart than a cut-off of 14 μm, which was set based on a previous paracrine connectivity study."
3822,"Lastly, we only considered strong peptide-receptor interactions by disregarding ligands with EC50 values for receptor activation higher than 500 nM. This stringent in silico approach allowed us to predict paracrine connectivity within the clock network with high confidence. Taking s-LNv as an example, this cluster expresses both PDF and sNPF."
3823,"Following our expression thresholding, PDFR is expressed in most clock clusters, whereas the sNPF receptor is expressed in DN1p, DN3, LPN, and l-LNv. Thus, in addition to providing synaptic inputs to DN3, s-LNv can potentially provide paracrine inputs to most clock clusters across both hemispheres. Connectivity from l-LNv is also enhanced by paracrine signaling, although not to the same extent as it is for s-LNv."
3824,"Expanding this analysis to other clock clusters allowed us to comprehensively identify putative peptidergic signaling pathways between clock clusters. These pathways, however, can only be considered putative for three main reasons: all clock neuropeptides are also expressed in other non-clock neurons, suggesting likely inputs from neurons extrinsic to the clock network; we don’t account for peptide efficacies and receptor affinities since these values were independently determined in distinct systems, thus making comparisons difficult; and despite our best efforts to account for it, the distance of peptide diffusion may vary. Nonetheless, the presence of receptors for clock peptides in other clock neurons provides the molecular basis for potential paracrine signaling between them."
3825,"In summary, peptidergic signaling greatly enriches the connectivity between different subsets of clock neurons. Additional investigations are necessary to determine which of these putative connections are functional in vivo. Discussion: Peptidergic signaling supplements synaptic connectivity within the circadian clock network. Using a multipronged approach centered around the Fly-Wire connectome, we describe the first whole-brain neural connectome of an animal circadian clock."
3826,"Our analysis using the complete brain connectome eluded identification of one DN2 and a couple of s-CPDN3. Nevertheless, given the fact that we identified almost all of the expected clock neurons as well as several additional DN3, our clock neuron synaptic wiring diagram is complete enough to be regarded as a connectome. Our clock connectome is also a significant upgrade compared to the partial connectivity diagram based on the hemibrain connectome reported earlier."
3827,"The previous analysis was based on only 24 clock neurons and largely focused on LN clusters while excluding l-LNv and several DN1p, DN2, and DN3 clusters due to the incomplete nature of the dataset. However, as evident from our analysis here, the DN actually represents an important hub in the clock network and displays high synaptic connectivity. In particular, DN1p plays a large role in clock cluster interconnectivity, and DN3 appears important for clock output pathways."
3828,"Our analysis also sheds light on the precise number of DN3 in the clock network. Although approximately 80 DN3 were previously estimated in the entire clock network, there are in total about 170 DN3 based on our connectome and anatomical analyses. We anticipate that resources such as NeuronBridge, which allow for comparisons between electron and light microscopy datasets, will facilitate the identification of Gal4 drivers that target the novel s-CPDN3 subtypes identified here."
3829,"In addition, we also characterized the molecular basis for neuropeptide connectivity between the clock neurons, consequently highlighting putative peptidergic pathways within the clock network. Similar to vertebrates, the Drosophila clock network is highly peptidergic, with all clock neuron clusters expressing at least one neuropeptide. Notably, a majority of the clock clusters express two neuropeptides, and several express three, while the LPN expresses four neuropeptides."
3830,"Similar neuropeptide coexpression is also evident in SCN neurons and thus appears to be a common feature of clock neurons. Surprisingly, there is little to no overlap in the neuropeptide complement of the Drosophila and vertebrate clock neurons. Orthologs of vertebrate clock neuropeptides including vasoactive intestinal peptide, arginine vasopressin, neuromedin S, cholecystokinin, gastrin-releasing peptide, and prokineticin 2 are either absent in the Drosophila genome or expressed outside the clock network."
3831,"Hence, Drosophila and vertebrates have evolved to utilize different signaling molecules while still conserving the diversity of neuropeptide signaling within the clock networks. Remarkably, except for PDF, there appears to be little conservation in neuropeptide identities of clock neurons across different insects. This suggests that it is more important to conserve the mode of communication rather than the messenger."
3832,"Contralateral connectivity within the network prevents decoupling of clock neurons across the hemispheres. Analysis of interconnectivity within the clock network revealed extensive contralateral synaptic connectivity between the clock neurons, which is largely mediated by DN1pA and to a lesser extent by s-CPDN3C, s-CPDN3D, l-CPDN3, and LNITP. Furthermore, paracrine peptidergic signaling among clock neurons has the potential to further strengthen this contralateral connectivity. Such a strong bilateral coupling of clock neurons prevents the internal decoupling of the two hemispheres—a phenomenon that can happen in other insects and even in mammals, but so far has not been observed in fruit flies."
3833,"In addition, consistent with previous analysis using the hemibrain connectome, we did not observe any synaptic connectivity between the s-LNv and the LNd neurons, which control morning and evening activities, respectively. In line with this observation, the phase relationship between morning and evening oscillators is plastic, consequently facilitating seasonal adaptations as in mammals. Our data may also explain how the morning and evening oscillators in flies internally desynchronize under certain conditions."
3834,"One such relevant condition is increased PDF signaling during long days, which was shown to delay the evening oscillators and may lead to internal desynchronization. Here, we confirm the presence of PDFR in the evening neurons. Thus, enhanced PDF signaling could delay the evening neurons and bring them out of phase with the morning neurons, especially because the two sets of neurons are not connected via synapses."
3835,"Taken together, the lack of interconnectivity between s-LNv and LNd could potentially be a factor promoting adaptation to different seasons and contexts. Light and other inputs to Drosophila and vertebrate circadian clocks. Our analyses reveal that extrinsic light input from the photoreceptor cells of the compound eyes, HB eyelets, and ocelli to the clock neurons is largely indirect, with the former two transmitting light inputs via aMe neurons. This situation may appear to be different from mammals, where intrinsically photosensitive retinal ganglion cells in the retina project directly through the retinohypothalamic tract onto the SCN neurons."
3836,"However, even the mammalian clock receives indirect photoreceptor inputs from rods and cones via bipolar cells and retinal ganglion cells. Furthermore, indirect light inputs may reach the SCN also via the intergeniculate leaflets of the thalamus. Altogether, this suggests that the fly and mammalian systems are not fundamentally different."
3837,"One apparent difference is the presence of CRY, a cell-autonomous circadian photoreceptor, in subsets of Drosophila clock neurons that is sufficient for light entrainment in eyeless mutants. Mammals lack light-sensitive CRY. Instead, they possess light-sensitive melanopsin in retinal ganglion cells, and mice lacking rods and cones can still entrain to light/dark cycles due to melanopsin."
3838,"Thus, flies and mice possess several redundant and partly parallel light-input pathways to entrain their clocks. The similarity is even higher when comparing flies with vertebrates in general. For instance, fish, birds, and reptiles possess additional photoreceptors in the pineal gland, which is reminiscent of the extraretinal HB eyelets or even the ocelli of flies."
3839,"Most importantly, vertebrates and flies use their eyes for both vision and entraining their circadian clocks, tasks that require completely different properties of light inputs. Vision requires image formation and fast neurotransmission, whereas circadian entrainment is dependent on integrating light collection over a longer time that can be at a slower rate. The connectome reveals that the number of synapses as well as the axon thickness of the neurons mediating this connectivity are very different between the two types of photoreception."
3840,"Hence, they are aptly suited to perform their required functions. Paracrine modulation of the neuroendocrine system by the circadian clock. Since circadian control of organismal physiology is likely mediated via hormones, in parallel with the clock connectome, we also identified the cells that make up the neurosecretory center of an adult Drosophila brain. This neurosecretory center is comprised of 80 endocrine cells, located in distinct regions of the brain and having unique neuropeptide identities."
3841,"Neurosecretory connectomes of larval Drosophila and the marine annelid, Platynereis dumerilii have been established previously. Unfortunately, these studies did not examine the connectivity between the circadian clock and the neuroendocrine centers. Thus, it remains to be seen whether the largely indirect and paracrine signaling between the adult Drosophila circadian network and NSC is a phenomenon conserved across other animals."
3842,"However, given the relatively slow timescales at which the circadian output needs to be propagated to downstream neurons, neuropeptides seem suited for this role. Limitations of our approach. The novel synaptic and putative paracrine connections reported here can only be considered predictions until they are functionally verified. In the case of paracrine connectivity, functional connectivity experiments using electrophysiological methods or genetically encoded secondary messenger sensors are needed to confidently establish functional paracrine connectivity."
3843,"Additionally, the synaptic connectivity reported here is likely an underestimation due to several factors: 1) we did not explore connectivity via gap junctions, 2) approximately 30% of synapses are missing for photoreceptors, and 3) we generally used a connectivity threshold of >4 synapses. Preliminary expression analysis using the single-cell transcriptomes of clock neurons suggests that gap junction genes are enriched in the clock network and can influence activity-rest rhythms. It remains to be seen which clock neurons are additionally coupled via gap junctions and how this electrical connectivity complements synaptic and peptidergic connectivity detailed here."
3844,"Moreover, as discussed earlier, fewer than 5 synapses could also represent functional connections that were largely disregarded in our analyses. While the FlyWire and hemibrain connectomes exhibit a high degree of stereotypy, they are both based on an adult female brain. The lack of a male brain connectome currently prevents any comparisons of sex-specific differences within the circadian network and its output pathways, which could influence sexually dimorphic behaviors and physiology."
3845,"Further, the connectome provides a singular snapshot of connectivity that could change depending on the time of day, the age of the animal, as well as its internal state. In conclusion, our circadian clock connectome, the first of its magnitude, is a significant milestone in chronobiology. Given the high conservation of circadian network motifs between Drosophila and vertebrates, this connectome provides the framework to systematically investigate circadian dysregulation, which is linked to various health issues in humans, including sleep, metabolic, and mood disorders."
3846,"Moreover, it will also facilitate the development and experimental validation of novel hypotheses on clock function. Our computational model can predict previously unknown circuit functions and properties. Finally, we sought to predict how water taste detection influences feeding initiation."
3847,The degree to which sugar GRNs and water GRNs activate pathways that are distinct or shared is unknown. We found that activation of water GRNs in our model activates many downstream neurons that are also activated by sugar stimulation.
3848,"In particular, comparing neurons activated by sugar GRNs with those activated by water GRNs, at a stimulation frequency at which each pathway activates MN9 at 40 Hz, predicted that the sugar pathway activates 377 neurons, while the water pathway activates 391 neurons. Of these, more than half are shared between the two circuits. We also examined bitter-responsive neurons and Ir94e-responsive neurons at the minimal activation sufficient to reduce 40 Hz MN9 firing to 1 Hz."
3849,"Only two neurons were common between sugar and bitter activation, and 30 between sugar and Ir94e activation, demonstrating segregation of neurons activated by aversive and appetitive taste. This prediction is consistent with our previous calcium imaging experiments demonstrating that, across nine sugar-responsive cell types, none responded to a mixture of bitter compounds. In contrast, our model predicts central neurons that respond to both sugar and water taste activation, as well as sugar-specific and water-specific neurons, consistent with brain-wide calcium imaging studies."
3850,"To identify interneurons that compose the water feeding initiation circuit, we used the computational model to analyze the water-responsive neurons that influence MN9 activity. We stimulated the top 200 neurons that are predicted to respond to water and identified the subset that computationally activates MN9. Next, we also computationally activated water-sensing GRNs and silenced each in the Drosophila feeding initiation circuit because it has well-defined taste sensory inputs and motor outputs that are contained in the Flywire electron microscopy volume."
3851,"Thus, computational modeling of the feeding initiation circuit permits analysis of an entire sensorimotor circuit, in contrast to other sensorimotor circuits that require descending neurons, which are incomplete in the Flywire volume. Furthermore, gustatory sensory neurons that respond to sugar, water, and bitter tastes have been identified in the electron microscopy volume, permitting a detailed analysis of how these modalities interact. In addition, extensive experimental analysis provides a ground truth for computational studies."
3852,"We further assessed the performance of the model in another well-defined but non-overlapping circuit—the antennal grooming circuit—as an independent evaluation of the model. As with the feeding initiation circuit, the antennal grooming circuit has well-defined sensory inputs and a discrete, easily quantified behavioral output: antennal grooming behavior. In both circuits, we tested specific predictions that the computational model generated using cell-type-specific genetic tools, optogenetics, and functional imaging."
3853,"We find that the model makes predictions consistent with our empirical observations, such as the identification of neurons required for behavioral output. Thus, our computational model reduces the vast complexity of the connectome into simple, intuitive circuits. In Drosophila feeding initiation, the detection of appetitive substances in hungry flies results in proboscis extension and consumption."
3854,"Gustatory receptor neurons on the body surface of the fly, including the labellum and the legs, respond directly to tastants and project to the primary taste center of the insect brain—the suboesophageal zone. GRNs respond to specific taste categories, such as appetitive sugar or aversive bitter compounds, resulting in acceptance or avoidance, respectively. To examine the neural circuits that influence feeding in response to taste detection, we focused on four GRN categories: sugar, water, bitter, and a fourth GRN category labeled by the ionotropic receptor Ir94e."
3855,"Ir94e neurons respond to salt and the presentation of male genitals, but the exact tastants Ir94e neurons respond to are not well understood. These GRNs have been identified and classified previously in the electron microscopy brain volume; we verify and expand on this classification by clustering on the basis of connectivity and comparing this clustering with the response properties of second-order neurons. When a fly encounters sugar, the activation of appetitive GRNs results in the activation of proboscis motor neurons."
3856,"The proboscis consists of three segments: the rostrum, the haustellum, and the lip-like labella, controlled by the activity of 16 MNs. We find that the computational activation of labellar sugar-sensing GRNs activates several proboscis MNs involved in feeding, including MNs 6, 8, 9, and 11. Consistent with the model’s predictions, MN9 and MN11 have been shown previously to respond to sugar stimulation in vivo."
3857,"In total, we find that the computational model can model a complete sensorimotor transformation. To assess the ability of our computational model to predict the composition and function of the feeding initiation circuit, we focused specifically on the activity of MN9, which controls rostrum lifting during proboscis extension. The rostrum is the largest portion of the proboscis, permitting quantification of MN9 activity by measuring rostrum lifting."
3858,"Although the exact correlation between MN9 firing rate and rostrum lifting is not known, we assume that increased MN9 firing rates correspond with increased rostrum lifting probability. Remarkably, unilateral sugar GRN activation activates the contralateral MN9 more strongly compared to the ipsilateral MN9 when either the left or the right hemisphere GRNs are activated, consistent with behavioral experiments showing that unilateral taste detection on the legs promotes proboscis extension that is curved and directed toward the food source. Thus, we show that in silico sensory activation produces MN activity that is consistent with the observed behavior of the fly taste sensorimotor circuit."
3859,"To confirm that our computational activation of MN9 depends on the actual connectivity weights determined from the fly connectome, we tested whether distorting synaptic weights would impair the ability of sugar sensory neurons to activate MN9. In these experiments, connectivity weights were shuffled randomly. Although modeling using the correct connectome results in robust activation of MN9 in 100% of simulations when sugar-sensing neurons are activated at 100 Hz, only 1 of 100 shuffled simulations did."
3860,"Therefore, the predictive accuracy of our computational model depends on the actual connectivity weights of the fly connectome. We next examined whether the computational model could accurately predict the neuronal cell types that are known to compose the feeding initiation circuit. We first examined the neural network activated upon unilateral sugar GRN activation."
3861,"We note that, given the variety of assumptions the model relies upon, absolute firing rate predictions are unlikely to be accurate; therefore, we examined network activity upon sugar GRN activation ranging from 10 to 200 Hz. We find that increasing sugar GRN firing rate increases the activity of MN9, as well as MNs 6, 8, and 11. Of the 127,400 neurons modeled, we found that 45 are predicted to respond to 10 Hz sugar GRN activation, and 455 to 200 Hz."
3862,"Activated neurons are defined as neurons that have greater than 0 Hz firing. Thus, the computational model predicts a large network activated by sugar taste detection that includes known sugar-responsive MNs. Sugar taste detection influences activity in nutritive state and memory circuits and modulates a broad range of behaviors, including feeding, oviposition, and foraging."
3863,"To specifically evaluate the subset of predicted sugar-responsive neurons that influence feeding initiation, we performed two further in silico experiments. First, as a strategy to identify neurons that drive feeding initiation, we computationally stimulated each of the top sugar-responding neurons in the network to identify those that drive activity in MN9. Second, to identify neurons required for feeding initiation to sugars, we computationally activated sugar GRNs, silenced each of the top 200 sugar-responsive neurons one at a time, and measured the change in predicted MN9 firing."
3864,"For these silencing experiments, we activated sugar-sensing neurons at frequencies ranging from 50 to 120 Hz in 10 Hz increments. Neurons that our model predicts to be required for feeding initiation will have decreased MN9 firing when silenced. We defined neurons predicted to cause a silencing phenotype as any neuron whose silencing causes MN9 firing to be 80% or lower compared with control MN9 firing at any of the eight sugar activation frequencies tested."
3865,"In general, silencing individual neurons had the greatest effect when sugar GRNs were activated at low frequencies, implying greater redundancy in the circuit as sensory stimulation increases. In total, our analyses identified 47 neurons predicted to be sugar-responsive and sufficient for feeding initiation. Of these 47 neurons, 14 are also predicted to be required for MN9 activity."
3866,We next evaluated whether the predicted neurons for feeding initiation include neurons shown experimentally to participate in feeding initiation behavior. Previous experimental studies identified ten neural classes that respond to sugar and are sufficient for proboscis extension. Our computational model correctly predicts that all ten cell types respond to sugar.
3867,"Of these ten neurons, eight are predicted correctly to be sufficient to activate MN9. We previously found that five of the ten are required for sugar feeding initiation. Of these five, three are predicted by our computational model to cause a greater than 20% decrease in MN9 firing, and one of the others is predicted to cause a statistically significant decrease in MN9 firing, but less than 20%, when silenced."
3868,"Although the model predictions generally match previous experimental results, there are some deviations. For example, the model fails to correctly predict that the Phantom cell type will activate MN9. This cell type is predicted to be inhibitory."
3869,"Phantom strongly synapses onto Scapula—a neuron that is also predicted to be inhibitory; Scapula, in turn, synapses onto Roundup, the pre-MN with the strongest predicted silencing phenotype. We speculate that activation of Phantom inhibits Scapula, potentially permitting Roundup and MN9 firing. Because the basal firing rate of all neurons in the model is 0, activation of inhibitory neurons in the model, in the absence of other input, cannot alter the firing of downstream neurons."
3870,"A further explanation for incorrect predictions could be neuromodulation, which is not accounted for in our model. Particular neurons may be subject to neuromodulation, causing their activity to be different from predictions based on connectivity. Alternatively, neurons that express neuromodulators may be poorly modeled."
3871,"We speculated that the Usnea cell type, which has a strong experimental activation and silencing phenotype yet is not predicted to be either necessary or sufficient for proboscis extension, might be neuropeptidergic. To test this, we performed cell-specific knockdown of the gene Amontillado—a prohormone convertase required for neuropeptide processing in Drosophila. Knockdown of Amontillado phenocopied the Usnea silencing phenotype, indicating that Usnea activity may require neuropeptide processing."
3872,"Additionally, incorrect neurotransmitter predictions or other assumptions of the model may explain discrepancies between the prediction of our model and our experimental results. Despite these limitations, overall, this analysis demonstrates that our computational model correctly identifies known neurons in a sensorimotor circuit. As an independent assessment of whether the computational model accurately predicts neurons that elicit MN9 activity, the output of our sensorimotor circuit, we compared optogenetic activation phenotypes with their corresponding computational activation phenotypes."
3873,"To do this in a non-biased way, we performed a screen in which we optogenetically activated individual neuronal cell types with split-GAL4 lines and monitored the activity of MN9. The SEZ split-GAL4 collection labels 138 cell types in the SEZ—the primary feeding region of the brain. We identified 106 of these labeled cell types in the Flywire volume."
3874,"Next, we crossed these split-GAL4 lines to create flies expressing the light-gated cation channel CsChrimson. We then optogenetically activated these neurons and measured whether MN9 is activated by observing rostrum extension. We compared the predicted in silico MN9 activation phenotypes of these cell types when we activate them between 10 Hz and 200 Hz with the actual optogenetic activation MN9 phenotypes we observed."
3875,"When we activate each cell type at 50 Hz, 11 are predicted to activate MN9; notably, 10 of these 11 cell types actually do elicit rostrum extension when optogenetically activated. Furthermore, of the 95 predicted not to elicit proboscis extension due to 50 Hz activation, just 4 have non-zero rostrum extension. Activation of these cell types at 200 Hz, rather than 50 Hz, results in the addition of five false positives."
3876,"At 10 Hz activation, six cell types are predicted to cause MN9 activation; of these, five do indeed cause proboscis extension. Thus, the computational model can predict the activation phenotypes of a non-biased sample of cell types with greater than 90% accuracy. The accuracy of the model indicates that it provides a powerful platform to discover how different taste modalities are processed to influence feeding initiation."
3877,"We first tested whether the model can predict the response to coactivation of both an attractive sugar stimulus and an aversive bitter stimulus. Bitter detection inhibits proboscis extension motor activity. Indeed, the addition of bitter GRN activity to sugar GRN activation in our model resulted in an inhibition of MN6 and MN9."
